data,regione,classe_incidenza
20-02-23,Veneto,0.01-1
20-02-24,Veneto,0.01-1
20-02-25,Veneto,0.01-1
20-02-26,Veneto,0.01-1
20-02-28,Veneto,0.01-1
20-02-29,Veneto,0.01-1
20-03-01,Veneto,0.01-1
20-03-02,Veneto,0.01-1
20-03-03,Veneto,0.01-1
20-05-03,Veneto,0.01-1
20-05-09,Veneto,0.01-1
20-05-10,Veneto,0.01-1
20-05-11,Veneto,0.01-1
20-05-12,Veneto,0.01-1
20-05-13,Veneto,0.01-1
20-05-14,Veneto,0.01-1
20-05-15,Veneto,0.01-1
20-05-16,Veneto,0.01-1
20-05-17,Veneto,0.01-1
20-05-18,Veneto,0.01-1
20-05-19,Veneto,0.01-1
20-05-20,Veneto,0.01-1
20-05-21,Veneto,0.01-1
20-05-22,Veneto,0.01-1
20-05-23,Veneto,0.01-1
20-05-24,Veneto,0.01-1
20-05-25,Veneto,0.01-1
20-05-26,Veneto,0.01-1
20-05-27,Veneto,0.01-1
20-05-28,Veneto,0.01-1
20-05-29,Veneto,0.01-1
20-05-30,Veneto,0.01-1
20-05-31,Veneto,0.01-1
20-06-01,Veneto,0.01-1
20-06-02,Veneto,0.01-1
20-06-03,Veneto,0.01-1
20-06-04,Veneto,0.01-1
20-06-05,Veneto,0.01-1
20-06-06,Veneto,0.01-1
20-06-07,Veneto,0.01-1
20-06-08,Veneto,0.01-1
20-06-09,Veneto,0.01-1
20-06-10,Veneto,0.01-1
20-06-11,Veneto,0.01-1
20-06-12,Veneto,0.01-1
20-06-13,Veneto,0.01-1
20-06-15,Veneto,0.01-1
20-06-16,Veneto,0.01-1
20-06-17,Veneto,0.01-1
20-06-18,Veneto,0.01-1
20-06-19,Veneto,0.01-1
20-06-20,Veneto,0.01-1
20-06-21,Veneto,0.01-1
20-06-22,Veneto,0.01-1
20-06-23,Veneto,0.01-1
20-06-24,Veneto,0.01-1
20-06-25,Veneto,0.01-1
20-06-26,Veneto,0.01-1
20-06-27,Veneto,0.01-1
20-06-28,Veneto,0.01-1
20-06-29,Veneto,0.01-1
20-06-30,Veneto,0.01-1
20-07-01,Veneto,0.01-1
20-07-02,Veneto,0.01-1
20-07-03,Veneto,0.01-1
20-07-04,Veneto,0.01-1
20-07-05,Veneto,0.01-1
20-07-06,Veneto,0.01-1
20-07-07,Veneto,0.01-1
20-07-08,Veneto,0.01-1
20-07-09,Veneto,0.01-1
20-07-10,Veneto,0.01-1
20-07-11,Veneto,0.01-1
20-07-12,Veneto,0.01-1
20-07-13,Veneto,0.01-1
20-07-15,Veneto,0.01-1
20-07-16,Veneto,0.01-1
20-07-17,Veneto,0.01-1
20-07-18,Veneto,0.01-1
20-07-19,Veneto,0.01-1
20-07-20,Veneto,0.01-1
20-07-21,Veneto,0.01-1
20-07-22,Veneto,0.01-1
20-07-23,Veneto,0.01-1
20-07-24,Veneto,0.01-1
20-07-25,Veneto,0.01-1
20-07-26,Veneto,0.01-1
20-07-27,Veneto,0.01-1
20-07-28,Veneto,0.01-1
20-07-30,Veneto,0.01-1
20-08-01,Veneto,0.01-1
20-08-02,Veneto,0.01-1
20-08-03,Veneto,0.01-1
20-08-08,Veneto,0.01-1
20-08-09,Veneto,0.01-1
20-08-15,Veneto,0.01-1
20-08-16,Veneto,0.01-1
20-02-27,Friuli,0.01-1
20-02-29,Friuli,0.01-1
20-03-01,Friuli,0.01-1
20-03-02,Friuli,0.01-1
20-03-03,Friuli,0.01-1
20-03-04,Friuli,0.01-1
20-03-05,Friuli,0.01-1
20-03-06,Friuli,0.01-1
20-04-26,Friuli,0.01-1
20-04-28,Friuli,0.01-1
20-04-29,Friuli,0.01-1
20-05-01,Friuli,0.01-1
20-05-02,Friuli,0.01-1
20-05-03,Friuli,0.01-1
20-05-04,Friuli,0.01-1
20-05-06,Friuli,0.01-1
20-05-09,Friuli,0.01-1
20-05-10,Friuli,0.01-1
20-05-12,Friuli,0.01-1
20-05-13,Friuli,0.01-1
20-05-14,Friuli,0.01-1
20-05-15,Friuli,0.01-1
20-05-16,Friuli,0.01-1
20-05-17,Friuli,0.01-1
20-05-18,Friuli,0.01-1
20-05-19,Friuli,0.01-1
20-05-20,Friuli,0.01-1
20-05-21,Friuli,0.01-1
20-05-22,Friuli,0.01-1
20-05-23,Friuli,0.01-1
20-05-26,Friuli,0.01-1
20-05-27,Friuli,0.01-1
20-05-28,Friuli,0.01-1
20-05-29,Friuli,0.01-1
20-05-30,Friuli,0.01-1
20-05-31,Friuli,0.01-1
20-06-01,Friuli,0.01-1
20-06-03,Friuli,0.01-1
20-06-04,Friuli,0.01-1
20-06-05,Friuli,0.01-1
20-06-06,Friuli,0.01-1
20-06-08,Friuli,0.01-1
20-06-09,Friuli,0.01-1
20-06-10,Friuli,0.01-1
20-06-11,Friuli,0.01-1
20-06-12,Friuli,0.01-1
20-06-15,Friuli,0.01-1
20-06-16,Friuli,0.01-1
20-06-17,Friuli,0.01-1
20-06-18,Friuli,0.01-1
20-06-19,Friuli,0.01-1
20-06-20,Friuli,0.01-1
20-06-24,Friuli,0.01-1
20-06-25,Friuli,0.01-1
20-06-27,Friuli,0.01-1
20-06-30,Friuli,0.01-1
20-07-01,Friuli,0.01-1
20-07-02,Friuli,0.01-1
20-07-03,Friuli,0.01-1
20-07-06,Friuli,0.01-1
20-07-07,Friuli,0.01-1
20-07-08,Friuli,0.01-1
20-07-10,Friuli,0.01-1
20-07-13,Friuli,0.01-1
20-07-14,Friuli,0.01-1
20-07-15,Friuli,0.01-1
20-07-16,Friuli,0.01-1
20-07-17,Friuli,0.01-1
20-07-19,Friuli,0.01-1
20-07-20,Friuli,0.01-1
20-07-21,Friuli,0.01-1
20-07-22,Friuli,0.01-1
20-07-23,Friuli,0.01-1
20-07-24,Friuli,0.01-1
20-07-25,Friuli,0.01-1
20-07-28,Friuli,0.01-1
20-07-30,Friuli,0.01-1
20-07-31,Friuli,0.01-1
20-08-01,Friuli,0.01-1
20-08-03,Friuli,0.01-1
20-08-04,Friuli,0.01-1
20-08-05,Friuli,0.01-1
20-08-06,Friuli,0.01-1
20-08-07,Friuli,0.01-1
20-08-08,Friuli,0.01-1
20-08-10,Friuli,0.01-1
20-08-11,Friuli,0.01-1
20-08-12,Friuli,0.01-1
20-08-13,Friuli,0.01-1
20-02-24,Liguria,0.01-1
20-02-25,Liguria,0.01-1
20-02-27,Liguria,0.01-1
20-02-29,Liguria,0.01-1
20-03-01,Liguria,0.01-1
20-03-02,Liguria,0.01-1
20-03-03,Liguria,0.01-1
20-03-04,Liguria,0.01-1
20-03-05,Liguria,0.01-1
20-05-30,Liguria,0.01-1
20-05-31,Liguria,0.01-1
20-06-02,Liguria,0.01-1
20-06-05,Liguria,0.01-1
20-06-06,Liguria,0.01-1
20-06-07,Liguria,0.01-1
20-06-08,Liguria,0.01-1
20-06-09,Liguria,0.01-1
20-06-10,Liguria,0.01-1
20-06-11,Liguria,0.01-1
20-06-12,Liguria,0.01-1
20-06-13,Liguria,0.01-1
20-06-14,Liguria,0.01-1
20-06-15,Liguria,0.01-1
20-06-16,Liguria,0.01-1
20-06-17,Liguria,0.01-1
20-06-18,Liguria,0.01-1
20-06-19,Liguria,0.01-1
20-06-20,Liguria,0.01-1
20-06-21,Liguria,0.01-1
20-06-22,Liguria,0.01-1
20-06-23,Liguria,0.01-1
20-06-24,Liguria,0.01-1
20-06-25,Liguria,0.01-1
20-06-26,Liguria,0.01-1
20-06-27,Liguria,0.01-1
20-06-28,Liguria,0.01-1
20-06-29,Liguria,0.01-1
20-06-30,Liguria,0.01-1
20-07-01,Liguria,0.01-1
20-07-02,Liguria,0.01-1
20-07-03,Liguria,0.01-1
20-07-04,Liguria,0.01-1
20-07-05,Liguria,0.01-1
20-07-06,Liguria,0.01-1
20-07-07,Liguria,0.01-1
20-07-08,Liguria,0.01-1
20-07-09,Liguria,0.01-1
20-07-10,Liguria,0.01-1
20-07-12,Liguria,0.01-1
20-07-13,Liguria,0.01-1
20-07-14,Liguria,0.01-1
20-07-15,Liguria,0.01-1
20-07-16,Liguria,0.01-1
20-07-17,Liguria,0.01-1
20-07-19,Liguria,0.01-1
20-07-21,Liguria,0.01-1
20-07-22,Liguria,0.01-1
20-07-23,Liguria,0.01-1
20-07-24,Liguria,0.01-1
20-07-25,Liguria,0.01-1
20-07-26,Liguria,0.01-1
20-07-27,Liguria,0.01-1
20-07-28,Liguria,0.01-1
20-07-29,Liguria,0.01-1
20-07-30,Liguria,0.01-1
20-07-31,Liguria,0.01-1
20-08-01,Liguria,0.01-1
20-08-02,Liguria,0.01-1
20-08-03,Liguria,0.01-1
20-08-04,Liguria,0.01-1
20-08-05,Liguria,0.01-1
20-08-06,Liguria,0.01-1
20-08-07,Liguria,0.01-1
20-08-08,Liguria,0.01-1
20-08-09,Liguria,0.01-1
20-08-14,Liguria,0.01-1
20-02-22,Emilia,0.01-1
20-02-23,Emilia,0.01-1
20-02-24,Emilia,0.01-1
20-02-25,Emilia,0.01-1
20-02-27,Emilia,0.01-1
20-05-10,Emilia,0.01-1
20-05-17,Emilia,0.01-1
20-05-19,Emilia,0.01-1
20-05-22,Emilia,0.01-1
20-05-23,Emilia,0.01-1
20-05-24,Emilia,0.01-1
20-05-25,Emilia,0.01-1
20-05-27,Emilia,0.01-1
20-05-28,Emilia,0.01-1
20-05-29,Emilia,0.01-1
20-05-30,Emilia,0.01-1
20-05-31,Emilia,0.01-1
20-06-01,Emilia,0.01-1
20-06-02,Emilia,0.01-1
20-06-03,Emilia,0.01-1
20-06-04,Emilia,0.01-1
20-06-05,Emilia,0.01-1
20-06-06,Emilia,0.01-1
20-06-07,Emilia,0.01-1
20-06-08,Emilia,0.01-1
20-06-09,Emilia,0.01-1
20-06-10,Emilia,0.01-1
20-06-11,Emilia,0.01-1
20-06-12,Emilia,0.01-1
20-06-13,Emilia,0.01-1
20-06-14,Emilia,0.01-1
20-06-15,Emilia,0.01-1
20-06-16,Emilia,0.01-1
20-06-17,Emilia,0.01-1
20-06-18,Emilia,0.01-1
20-06-19,Emilia,0.01-1
20-06-20,Emilia,0.01-1
20-06-21,Emilia,0.01-1
20-06-23,Emilia,0.01-1
20-06-24,Emilia,0.01-1
20-06-25,Emilia,0.01-1
20-06-26,Emilia,0.01-1
20-06-27,Emilia,0.01-1
20-06-28,Emilia,0.01-1
20-06-29,Emilia,0.01-1
20-06-30,Emilia,0.01-1
20-07-01,Emilia,0.01-1
20-07-02,Emilia,0.01-1
20-07-03,Emilia,0.01-1
20-07-04,Emilia,0.01-1
20-07-05,Emilia,0.01-1
20-07-07,Emilia,0.01-1
20-07-09,Emilia,0.01-1
20-07-11,Emilia,0.01-1
20-07-12,Emilia,0.01-1
20-07-13,Emilia,0.01-1
20-07-14,Emilia,0.01-1
20-07-16,Emilia,0.01-1
20-07-18,Emilia,0.01-1
20-07-19,Emilia,0.01-1
20-07-21,Emilia,0.01-1
20-07-23,Emilia,0.01-1
20-07-25,Emilia,0.01-1
20-07-26,Emilia,0.01-1
20-07-27,Emilia,0.01-1
20-07-28,Emilia,0.01-1
20-07-29,Emilia,0.01-1
20-07-31,Emilia,0.01-1
20-08-01,Emilia,0.01-1
20-08-02,Emilia,0.01-1
20-08-05,Emilia,0.01-1
20-08-08,Emilia,0.01-1
20-08-09,Emilia,0.01-1
20-08-11,Emilia,0.01-1
20-08-14,Emilia,0.01-1
20-02-24,Toscana,0.01-1
20-02-25,Toscana,0.01-1
20-02-26,Toscana,0.01-1
20-02-27,Toscana,0.01-1
20-02-28,Toscana,0.01-1
20-02-29,Toscana,0.01-1
20-03-01,Toscana,0.01-1
20-03-02,Toscana,0.01-1
20-03-03,Toscana,0.01-1
20-03-04,Toscana,0.01-1
20-03-05,Toscana,0.01-1
20-03-06,Toscana,0.01-1
20-04-26,Toscana,0.01-1
20-05-01,Toscana,0.01-1
20-05-02,Toscana,0.01-1
20-05-03,Toscana,0.01-1
20-05-04,Toscana,0.01-1
20-05-06,Toscana,0.01-1
20-05-07,Toscana,0.01-1
20-05-08,Toscana,0.01-1
20-05-09,Toscana,0.01-1
20-05-10,Toscana,0.01-1
20-05-11,Toscana,0.01-1
20-05-12,Toscana,0.01-1
20-05-13,Toscana,0.01-1
20-05-14,Toscana,0.01-1
20-05-15,Toscana,0.01-1
20-05-16,Toscana,0.01-1
20-05-17,Toscana,0.01-1
20-05-18,Toscana,0.01-1
20-05-19,Toscana,0.01-1
20-05-20,Toscana,0.01-1
20-05-21,Toscana,0.01-1
20-05-22,Toscana,0.01-1
20-05-23,Toscana,0.01-1
20-05-24,Toscana,0.01-1
20-05-25,Toscana,0.01-1
20-05-26,Toscana,0.01-1
20-05-27,Toscana,0.01-1
20-05-28,Toscana,0.01-1
20-05-29,Toscana,0.01-1
20-05-30,Toscana,0.01-1
20-05-31,Toscana,0.01-1
20-06-01,Toscana,0.01-1
20-06-02,Toscana,0.01-1
20-06-03,Toscana,0.01-1
20-06-04,Toscana,0.01-1
20-06-05,Toscana,0.01-1
20-06-06,Toscana,0.01-1
20-06-07,Toscana,0.01-1
20-06-08,Toscana,0.01-1
20-06-09,Toscana,0.01-1
20-06-10,Toscana,0.01-1
20-06-11,Toscana,0.01-1
20-06-12,Toscana,0.01-1
20-06-13,Toscana,0.01-1
20-06-14,Toscana,0.01-1
20-06-15,Toscana,0.01-1
20-06-16,Toscana,0.01-1
20-06-17,Toscana,0.01-1
20-06-18,Toscana,0.01-1
20-06-19,Toscana,0.01-1
20-06-20,Toscana,0.01-1
20-06-21,Toscana,0.01-1
20-06-22,Toscana,0.01-1
20-06-23,Toscana,0.01-1
20-06-24,Toscana,0.01-1
20-06-25,Toscana,0.01-1
20-06-26,Toscana,0.01-1
20-06-27,Toscana,0.01-1
20-06-28,Toscana,0.01-1
20-06-29,Toscana,0.01-1
20-06-30,Toscana,0.01-1
20-07-01,Toscana,0.01-1
20-07-02,Toscana,0.01-1
20-07-03,Toscana,0.01-1
20-07-04,Toscana,0.01-1
20-07-05,Toscana,0.01-1
20-07-06,Toscana,0.01-1
20-07-07,Toscana,0.01-1
20-07-08,Toscana,0.01-1
20-07-09,Toscana,0.01-1
20-07-10,Toscana,0.01-1
20-07-11,Toscana,0.01-1
20-07-12,Toscana,0.01-1
20-07-13,Toscana,0.01-1
20-07-14,Toscana,0.01-1
20-07-15,Toscana,0.01-1
20-07-16,Toscana,0.01-1
20-07-17,Toscana,0.01-1
20-07-18,Toscana,0.01-1
20-07-19,Toscana,0.01-1
20-07-20,Toscana,0.01-1
20-07-21,Toscana,0.01-1
20-07-22,Toscana,0.01-1
20-07-23,Toscana,0.01-1
20-07-24,Toscana,0.01-1
20-07-25,Toscana,0.01-1
20-07-26,Toscana,0.01-1
20-07-27,Toscana,0.01-1
20-07-28,Toscana,0.01-1
20-07-29,Toscana,0.01-1
20-07-30,Toscana,0.01-1
20-07-31,Toscana,0.01-1
20-08-01,Toscana,0.01-1
20-08-02,Toscana,0.01-1
20-08-03,Toscana,0.01-1
20-08-04,Toscana,0.01-1
20-08-05,Toscana,0.01-1
20-08-06,Toscana,0.01-1
20-08-08,Toscana,0.01-1
20-08-09,Toscana,0.01-1
20-08-10,Toscana,0.01-1
20-08-11,Toscana,0.01-1
20-08-12,Toscana,0.01-1
20-08-13,Toscana,0.01-1
20-08-14,Toscana,0.01-1
20-08-15,Toscana,0.01-1
20-08-16,Toscana,0.01-1
20-02-27,Umbria,0.01-1
20-03-02,Umbria,0.01-1
20-03-04,Umbria,0.01-1
20-03-05,Umbria,0.01-1
20-03-06,Umbria,0.01-1
20-03-07,Umbria,0.01-1
20-03-08,Umbria,0.01-1
20-03-29,Umbria,0.01-1
20-04-05,Umbria,0.01-1
20-04-08,Umbria,0.01-1
20-04-09,Umbria,0.01-1
20-04-10,Umbria,0.01-1
20-04-11,Umbria,0.01-1
20-04-12,Umbria,0.01-1
20-04-13,Umbria,0.01-1
20-04-14,Umbria,0.01-1
20-04-15,Umbria,0.01-1
20-04-16,Umbria,0.01-1
20-04-17,Umbria,0.01-1
20-04-18,Umbria,0.01-1
20-04-19,Umbria,0.01-1
20-04-20,Umbria,0.01-1
20-04-21,Umbria,0.01-1
20-04-22,Umbria,0.01-1
20-04-23,Umbria,0.01-1
20-04-24,Umbria,0.01-1
20-04-25,Umbria,0.01-1
20-04-26,Umbria,0.01-1
20-04-27,Umbria,0.01-1
20-04-28,Umbria,0.01-1
20-04-30,Umbria,0.01-1
20-05-03,Umbria,0.01-1
20-05-04,Umbria,0.01-1
20-05-06,Umbria,0.01-1
20-05-07,Umbria,0.01-1
20-05-08,Umbria,0.01-1
20-05-09,Umbria,0.01-1
20-05-10,Umbria,0.01-1
20-05-12,Umbria,0.01-1
20-05-14,Umbria,0.01-1
20-05-15,Umbria,0.01-1
20-05-16,Umbria,0.01-1
20-05-18,Umbria,0.01-1
20-05-19,Umbria,0.01-1
20-05-21,Umbria,0.01-1
