codINT,codBDAP,AREA,REGIONE,ENTE,POP,Quota a),Quota b),Contributo spettante
2040830570,244542930518141302,NORD-RSS,TRENTINO ALTO ADIGE,CIVEZZANO,4053,21487.24,,21487.24
2040830580,869842930517944101,NORD-RSS,TRENTINO ALTO ADIGE,CLES,7020,37216.98,,37216.98
2040830595,654842930480480002,NORD-RSS,TRENTINO ALTO ADIGE,COMANO TERME,2963,15708.53,2895.85,18604.39
2040830600,612542928601833902,NORD-RSS,TRENTINO ALTO ADIGE,COMMEZZADURA,980,5195.53,103.4,5298.93
2040830621,295145466960496401,NORD-RSS,TRENTINO ALTO ADIGE,CONTÀ,1411,7480.51,671.19,8151.7
2040830640,821542930460498902,NORD-RSS,TRENTINO ALTO ADIGE,CROVIANA,675,3578.56,,3578.56
2040830670,824542929380254101,NORD-RSS,TRENTINO ALTO ADIGE,DAMBEL,429,2274.37,1017.24,3291.61
2040830700,215942930534226501,NORD-RSS,TRENTINO ALTO ADIGE,DENNO,1221,6473.21,521.65,6994.86
2040830715,434545467006860901,NORD-RSS,TRENTINO ALTO ADIGE,DIMARO FOLGARIDA,2140,11345.35,,11345.35
2040830730,882042930518036902,NORD-RSS,TRENTINO ALTO ADIGE,DRENA,583,3090.81,,3090.81
2040830740,922142929348263902,NORD-RSS,TRENTINO ALTO ADIGE,DRO,5065,26852.42,1191.55,28043.97
2040830760,453142930509752902,NORD-RSS,TRENTINO ALTO ADIGE,FAI DELLA PAGANELLA,911,4829.72,,4829.72
2040830780,805842930164781701,NORD-RSS,TRENTINO ALTO ADIGE,FIAVÈ,1103,5847.63,1226.5,7074.13
2040830800,679442930546701301,NORD-RSS,TRENTINO ALTO ADIGE,FIEROZZO,472,2502.34,740.09,3242.43
2040830820,247442930516618101,NORD-RSS,TRENTINO ALTO ADIGE,FOLGARIA,3158,16742.34,,16742.34
2040830840,786442930542702602,NORD-RSS,TRENTINO ALTO ADIGE,FORNACE,1326,7029.87,1254.56,8284.43
2040830850,638142930455866601,NORD-RSS,TRENTINO ALTO ADIGE,FRASSILONGO,344,1823.74,365.21,2188.94
2040830860,346742930473292901,NORD-RSS,TRENTINO ALTO ADIGE,GARNIGA TERME,416,2205.45,387.41,2592.86
2040830870,189742930517890202,NORD-RSS,TRENTINO ALTO ADIGE,GIOVO,2533,13428.86,2208.41,15637.27
2040830880,704842930543354302,NORD-RSS,TRENTINO ALTO ADIGE,GIUSTINO,745,3949.67,,3949.67
2040830900,838642930475790101,NORD-RSS,TRENTINO ALTO ADIGE,GRIGNO,2168,11493.79,814.7,12308.49
2040830920,287942929309212902,NORD-RSS,TRENTINO ALTO ADIGE,IMER,1183,6271.75,635.21,6906.96
2040830930,436642930516141202,NORD-RSS,TRENTINO ALTO ADIGE,ISERA,2775,14711.84,,14711.84
2040830950,119642930474784802,NORD-RSS,TRENTINO ALTO ADIGE,LAVARONE,1162,6160.42,,6160.42
2040830960,436442930475111001,NORD-RSS,TRENTINO ALTO ADIGE,LAVIS,9032,47883.73,605.38,48489.1
2040830965,391342930468686502,NORD-RSS,TRENTINO ALTO ADIGE,LEDRO,5270,27939.24,1650.26,29589.5
2040830970,321142929177982401,NORD-RSS,TRENTINO ALTO ADIGE,LEVICO TERME,8094,42910.86,1231.38,44142.24
2040830990,158142929189241902,NORD-RSS,TRENTINO ALTO ADIGE,LIVO,804,4262.46,601.8,4864.25
2040831010,234442930519488502,NORD-RSS,TRENTINO ALTO ADIGE,LONA-LASES,862,4569.95,1077.92,5647.87
2040831020,398342930477370602,NORD-RSS,TRENTINO ALTO ADIGE,LUSERNA,261,1383.71,253.46,1637.16
2040831031,247545466531968801,NORD-RSS,TRENTINO ALTO ADIGE,MADRUZZO,2908,15416.95,2054.11,17471.05
2040831040,345842930527032402,NORD-RSS,TRENTINO ALTO ADIGE,MALÉ,2206,11695.25,361.25,12056.5
2040831060,687242930525582202,NORD-RSS,TRENTINO ALTO ADIGE,MASSIMENO,139,736.92,288.1,1025.02
2040831070,725142930454394001,NORD-RSS,TRENTINO ALTO ADIGE,MAZZIN,579,3069.61,,3069.61
2040831080,361942930532111701,NORD-RSS,TRENTINO ALTO ADIGE,MEZZANA,880,4665.38,,4665.38
2040831090,867142930546069701,NORD-RSS,TRENTINO ALTO ADIGE,MEZZANO,1597,8466.6,186.59,8653.18
2040831100,795442930458219802,NORD-RSS,TRENTINO ALTO ADIGE,MEZZOCORONA,5501,29163.9,,29163.9
2040831110,266742930526545901,NORD-RSS,TRENTINO ALTO ADIGE,MEZZOLOMBARDO,7177,38049.33,1910.86,39960.19
2040831120,133242930477853802,NORD-RSS,TRENTINO ALTO ADIGE,MOENA,2644,14017.34,,14017.34
2040831140,839142930463661901,NORD-RSS,TRENTINO ALTO ADIGE,MOLVENO,1113,5900.64,,5900.64
2040831160,859142930456578101,NORD-RSS,TRENTINO ALTO ADIGE,MORI,9942,52708.15,878.43,53586.58
2040831161,814342930462456201,NORD-RSS,TRENTINO ALTO ADIGE,NAGO-TORBOLE,2815,14923.9,,14923.9
2040831181,629442930546221601,NORD-RSS,TRENTINO ALTO ADIGE,NOGAREDO,2092,11090.87,,11090.87
2040831190,126442930456035301,NORD-RSS,TRENTINO ALTO ADIGE,NOMI,1350,7157.11,,7157.11
2040831196,296757806247365301,NORD-RSS,TRENTINO ALTO ADIGE,NOVELLA,3610,19138.65,1107.24,20245.89
2040831200,726542930527959101,NORD-RSS,TRENTINO ALTO ADIGE,NOVALEDO,1093,5794.61,282.54,6077.15
2040831201,469442930477083301,NORD-RSS,TRENTINO ALTO ADIGE,OSPEDALETTO,795,4214.74,237.22,4451.96
2040831210,596042930526196402,NORD-RSS,TRENTINO ALTO ADIGE,OSSANA,841,4458.62,,4458.62
2040831230,676242930542299602,NORD-RSS,TRENTINO ALTO ADIGE,PALÙ DEL FERSINA,167,885.36,2.07,887.43
2040831240,172642930519336001,NORD-RSS,TRENTINO ALTO ADIGE,PANCHIÀ,830,4400.3,177.84,4578.13
2040831260,201942930541697001,NORD-RSS,TRENTINO ALTO ADIGE,PEIO,1851,9813.2,,9813.2
2040831261,247042930477042902,NORD-RSS,TRENTINO ALTO ADIGE,PELLIZZANO,784,4156.43,,4156.43
2040831270,179342930546197102,NORD-RSS,TRENTINO ALTO ADIGE,PELUGO,385,2041.1,66.09,2107.2
2040831280,524242930532164301,NORD-RSS,TRENTINO ALTO ADIGE,PERGINE VALSUGANA,21471,113829.88,,113829.88
2040831295,381245466764726701,NORD-RSS,TRENTINO ALTO ADIGE,PIEVE DI BONO-PREZZO,1450,7687.27,,7687.27
2040831310,172442930461991502,NORD-RSS,TRENTINO ALTO ADIGE,PIEVE TESINO,649,3440.72,249.69,3690.41
2040831320,497442930480371302,NORD-RSS,TRENTINO ALTO ADIGE,PINZOLO,3048,16159.17,,16159.17
2040831330,146542930451341801,NORD-RSS,TRENTINO ALTO ADIGE,POMAROLO,2500,13253.91,,13253.91
2040831335,128345468365056201,NORD-RSS,TRENTINO ALTO ADIGE,PORTE DI RENDENA,1807,9579.93,1320.44,10900.36
2040831355,964642930476536402,NORD-RSS,TRENTINO ALTO ADIGE,PREDAIA,6675,35387.94,2489.84,37877.78
2040831360,324442930473115401,NORD-RSS,TRENTINO ALTO ADIGE,PREDAZZO,4514,23931.26,,23931.26
2040831375,417945467044768701,NORD-RSS,TRENTINO ALTO ADIGE,PRIMIERO SAN MARTINO DI CASTROZZA,5398,28617.84,,28617.84
2040831390,808342930525211902,NORD-RSS,TRENTINO ALTO ADIGE,RABBI,1353,7173.02,329.83,7502.85
2040831420,776742930523716602,NORD-RSS,TRENTINO ALTO ADIGE,RIVA DEL GARDA,17505,92803.88,,92803.88
2040831440,153442930467893301,NORD-RSS,TRENTINO ALTO ADIGE,ROMENO,1396,7400.98,,7400.98
2040831450,229542930477542801,NORD-RSS,TRENTINO ALTO ADIGE,RONCEGNO TERME,2930,15533.58,,15533.58
2040831460,514242930474094101,NORD-RSS,TRENTINO ALTO ADIGE,RONCHI VALSUGANA,446,2364.5,354.28,2718.78
2040831471,694642930542427401,NORD-RSS,TRENTINO ALTO ADIGE,RONZO-CHIENIS,996,5280.36,717.73,5998.09
2040831480,979742930523962802,NORD-RSS,TRENTINO ALTO ADIGE,RONZONE,428,2269.07,,2269.07
2040831490,691842930446404902,NORD-RSS,TRENTINO ALTO ADIGE,ROVERÈ DELLA LUNA,1680,8906.63,943.4,9850.03
2040831500,495942930458591402,NORD-RSS,TRENTINO ALTO ADIGE,ROVERETO,39972,211914.12,,211914.12
2040831510,987342930546530302,NORD-RSS,TRENTINO ALTO ADIGE,RUFFRÈ-MENDOLA,409,2168.34,,2168.34
2040831520,663642930480208101,NORD-RSS,TRENTINO ALTO ADIGE,RUMO,806,4273.06,249.27,4522.33
2040831530,974742930550060201,NORD-RSS,TRENTINO ALTO ADIGE,SAGRON MIS,184,975.49,,975.49
2040831540,923642930464565102,NORD-RSS,TRENTINO ALTO ADIGE,SAMONE,547,2899.96,376.22,3276.18
2040831555,941742930476701901,NORD-RSS,TRENTINO ALTO ADIGE,SAN LORENZO DORSINO,1571,8328.76,1224.5,9553.26
2040831560,888842930525252101,NORD-RSS,TRENTINO ALTO ADIGE,SAN MICHELE ALL'ADIGE,3863,20479.94,1884.85,22364.79
2040831570,746742930477841502,NORD-RSS,TRENTINO ALTO ADIGE,SANT'ORSOLA TERME,1127,5974.86,137.85,6112.71
2040831580,896842930529787402,NORD-RSS,TRENTINO ALTO ADIGE,SANZENO,925,4903.95,604.08,5508.03
2040831590,697242930479552002,NORD-RSS,TRENTINO ALTO ADIGE,SARNONICO,808,4283.66,357,4640.66
2040831600,948142930480739001,NORD-RSS,TRENTINO ALTO ADIGE,SCURELLE,1417,7512.32,245.68,7757.99
2040831610,878742930447545202,NORD-RSS,TRENTINO ALTO ADIGE,SEGONZANO,1447,7671.36,2227.55,9898.91
2040831615,616845468334707001,NORD-RSS,TRENTINO ALTO ADIGE,SELLA GIUDICARIE,2945,15613.11,722.08,16335.19
2040831618,541751559372421201,NORD-RSS,TRENTINO ALTO ADIGE,SAN GIOVANNI DI FASSA,3540,18767.54,,18767.54
2040831620,513142930464625601,NORD-RSS,TRENTINO ALTO ADIGE,SFRUZ,370,1961.58,36.78,1998.35
2040831650,541542930538712902,NORD-RSS,TRENTINO ALTO ADIGE,SORAGA DI FASSA,692,3668.68,,3668.68
2040831660,638242930455311801,NORD-RSS,TRENTINO ALTO ADIGE,SOVER,819,4341.98,1006.61,5348.59
2040831680,429742930480276102,NORD-RSS,TRENTINO ALTO ADIGE,SPIAZZO,1264,6701.18,,6701.18
2040831690,701542930525900501,NORD-RSS,TRENTINO ALTO ADIGE,SPORMAGGIORE,1272,6743.59,834.38,7577.97
2040831700,844142930547098901,NORD-RSS,TRENTINO ALTO ADIGE,SPORMINORE,707,3748.21,861.39,4609.6
2040831710,175142930480181001,NORD-RSS,TRENTINO ALTO ADIGE,STENICO,1174,6224.04,,6224.04
2040831720,891142930524308901,NORD-RSS,TRENTINO ALTO ADIGE,STORO,4580,24281.16,1721.44,26002.6
2040831730,896442930459265001,NORD-RSS,TRENTINO ALTO ADIGE,STREMBO,565,2995.38,,2995.38
2040831770,355942930529354002,NORD-RSS,TRENTINO ALTO ADIGE,TELVE,1954,10359.26,198.68,10557.93
2040831780,285342930477471501,NORD-RSS,TRENTINO ALTO ADIGE,TELVE DI SOPRA,599,3175.64,139.39,3315.03
2040831790,648742930524846701,NORD-RSS,TRENTINO ALTO ADIGE,TENNA,989,5243.25,,5243.25
2040831800,417342930449522002,NORD-RSS,TRENTINO ALTO ADIGE,TENNO,2016,10687.95,,10687.95
2040831820,707742930524510001,NORD-RSS,TRENTINO ALTO ADIGE,TERRAGNOLO,709,3758.81,381.43,4140.24
2040831825,217854644207674302,NORD-RSS,TRENTINO ALTO ADIGE,TERRE D'ADIGE,3109,16482.56,3233.8,19716.37
2040831840,783442930457873101,NORD-RSS,TRENTINO ALTO ADIGE,TERZOLAS,637,3377.1,,3377.1
2040831850,539442930457747202,NORD-RSS,TRENTINO ALTO ADIGE,TESERO,2965,15719.14,,15719.14
2040831880,246142930548556802,NORD-RSS,TRENTINO ALTO ADIGE,TIONE DI TRENTO,3660,19403.72,,19403.72
2040831890,453642930550812901,NORD-RSS,TRENTINO ALTO ADIGE,TON,1305,6918.54,1146.89,8065.43
2040831910,694842930547250201,NORD-RSS,TRENTINO ALTO ADIGE,TORCEGNO,680,3605.06,228.04,3833.1
2040831920,984742930524745701,NORD-RSS,TRENTINO ALTO ADIGE,TRAMBILENO,1485,7872.82,,7872.82
2040831940,389042930537878602,NORD-RSS,TRENTINO ALTO ADIGE,TRENTO,118288,624604.81,,624604.81
2040831955,286145466854081901,NORD-RSS,TRENTINO ALTO ADIGE,TRE VILLE,1396,7400.98,,7400.98
2040831975,447742930545648402,NORD-RSS,TRENTINO ALTO ADIGE,VALDAONE,1160,6149.81,284.69,6434.51
2040831980,484542930539665602,NORD-RSS,TRENTINO ALTO ADIGE,VALFLORIANA,470,2491.74,226.75,2718.48
2040831990,873442930525416502,NORD-RSS,TRENTINO ALTO ADIGE,VALLARSA,1370,7263.14,,7263.14
2040831995,921445466594448101,NORD-RSS,TRENTINO ALTO ADIGE,VALLELAGHI,5065,26852.42,,26852.42
2040832020,111142930451558302,NORD-RSS,TRENTINO ALTO ADIGE,VERMIGLIO,1833,9717.77,122.09,9839.86
2040832041,647042930457784202,NORD-RSS,TRENTINO ALTO ADIGE,VIGNOLA-FALESINA,173,917.17,83.77,1000.94
2040832100,542942930467896902,NORD-RSS,TRENTINO ALTO ADIGE,VILLA LAGARINA,3843,20373.91,,20373.91
2040832111,452845466741851701,NORD-RSS,TRENTINO ALTO ADIGE,VILLE D'ANAUNIA,4831,25611.86,1874.23,27486.08
,2040832115,624657806247336302,NORD-RSS,VILLE DI FIEMME,2596,13762.86,,13762.86
2040832120,858342930472058502,NORD-RSS,TRENTINO ALTO ADIGE,VOLANO,3035,16090.25,,16090.25
2040832140,687942930478920301,NORD-RSS,TRENTINO ALTO ADIGE,ZIANO DI FIEMME,1749,9272.44,68.36,9340.79
2050100520,577842930525195102,NORD-RSS,FRIULI VENEZIA GIULIA,SAPPADA,1306,6923.84,704.03,7627.87
2060350010,554142930459817702,NORD-RSS,FRIULI VENEZIA GIULIA,CAPRIVA DEL FRIULI,1718,9108.09,,9108.09
2060350020,603542930461122101,NORD-RSS,FRIULI VENEZIA GIULIA,CORMONS,7302,38712.02,,38712.02
2060350030,951142930454404802,NORD-RSS,FRIULI VENEZIA GIULIA,DOBERDÒ DEL LAGO,1364,7231.33,,7231.33
2060350040,701742930526811201,NORD-RSS,FRIULI VENEZIA GIULIA,DOLEGNA DEL COLLIO,336,1781.33,17.25,1798.57
2060350050,664742930179843902,NORD-RSS,FRIULI VENEZIA GIULIA,FARRA D'ISONZO,1689,8954.34,,8954.34
2060350060,612442930473165602,NORD-RSS,FRIULI VENEZIA GIULIA,FOGLIANO REDIPUGLIA,3064,16243.99,,16243.99
2060350070,463242930452818801,NORD-RSS,FRIULI VENEZIA GIULIA,GORIZIA,34336,182034.5,,182034.5
2060350080,753842929284173502,NORD-RSS,FRIULI VENEZIA GIULIA,GRADISCA D'ISONZO,6468,34290.52,,34290.52
2060350090,392642930477428701,NORD-RSS,FRIULI VENEZIA GIULIA,GRADO,8080,42836.64,,42836.64
2060350100,463942930540578001,NORD-RSS,FRIULI VENEZIA GIULIA,MARIANO DEL FRIULI,1490,7899.33,,7899.33
2060350101,932742930519252302,NORD-RSS,FRIULI VENEZIA GIULIA,MEDEA,968,5131.91,,5131.91
2060350110,197942930541585801,NORD-RSS,FRIULI VENEZIA GIULIA,MONFALCONE,28453,150845.4,1000.57,151845.97
2060350111,157842930474296502,NORD-RSS,FRIULI VENEZIA GIULIA,MORARO,738,3912.55,,3912.55
2060350112,198542930542434002,NORD-RSS,FRIULI VENEZIA GIULIA,MOSSA,1547,8201.52,,8201.52
2060350120,705642930467932701,NORD-RSS,FRIULI VENEZIA GIULIA,ROMANS D'ISONZO,3709,19663.5,,19663.5
2060350130,111842930472913601,NORD-RSS,FRIULI VENEZIA GIULIA,RONCHI DEI LEGIONARI,11928,63237.06,,63237.06
2060350140,149842930550702801,NORD-RSS,FRIULI VENEZIA GIULIA,SAGRADO,2197,11647.54,,11647.54
2060350150,363642930533345502,NORD-RSS,FRIULI VENEZIA GIULIA,SAN CANZIAN D'ISONZO,6203,32885.6,736.84,33622.44
2060350160,337842930477414902,NORD-RSS,FRIULI VENEZIA GIULIA,SAN FLORIANO DEL COLLIO,768,4071.6,122.71,4194.31
2060350161,561742930458343901,NORD-RSS,FRIULI VENEZIA GIULIA,SAN LORENZO ISONTINO,1548,8206.82,,8206.82
2060350170,984142930475337102,NORD-RSS,FRIULI VENEZIA GIULIA,SAN PIER D'ISONZO,2005,10629.64,105.13,10734.77
2060350180,354742930525620201,NORD-RSS,FRIULI VENEZIA GIULIA,SAVOGNA D'ISONZO,1690,8959.64,,8959.64
2060350190,874642930467125901,NORD-RSS,FRIULI VENEZIA GIULIA,STARANZANO,7256,38468.15,,38468.15
2060350200,745842930543313301,NORD-RSS,FRIULI VENEZIA GIULIA,TURRIACO,2854,15130.66,,15130.66
2060350210,302542930466332502,NORD-RSS,FRIULI VENEZIA GIULIA,VILLESSE,1692,8970.25,153.89,9124.13
2060850010,484142928135303102,NORD-RSS,FRIULI VENEZIA GIULIA,AIELLO DEL FRIULI,2223,11785.38,,11785.38
2060850020,952042930534458201,NORD-RSS,FRIULI VENEZIA GIULIA,AMARO,854,4527.54,135.86,4663.39
2060850030,307342930534097002,NORD-RSS,FRIULI VENEZIA GIULIA,AMPEZZO,971,5147.82,1052.64,6200.45
2060850040,399042930516875102,NORD-RSS,FRIULI VENEZIA GIULIA,AQUILEIA,3268,17325.51,,17325.51
2060850050,901942928175981702,NORD-RSS,FRIULI VENEZIA GIULIA,ARTA TERME,2076,11006.05,1452.95,12458.99
2060850060,693342928042043202,NORD-RSS,FRIULI VENEZIA GIULIA,ARTEGNA,2871,15220.79,,15220.79
2060850070,806242928025344402,NORD-RSS,FRIULI VENEZIA GIULIA,ATTIMIS,1721,9123.99,1059.29,10183.28
2060850080,233542930464095302,NORD-RSS,FRIULI VENEZIA GIULIA,BAGNARIA ARSA,3479,18444.14,564.64,19008.78
2060850090,623942930530823901,NORD-RSS,FRIULI VENEZIA GIULIA,BASILIANO,5296,28077.08,2113.82,30190.9
2060850100,939242930509041702,NORD-RSS,FRIULI VENEZIA GIULIA,BERTIOLO,2393,12686.64,1674.15,14360.79
2060850110,711142930529725002,NORD-RSS,FRIULI VENEZIA GIULIA,BICINICCO,1834,9723.07,405.83,10128.9
2060850120,534742928716216301,NORD-RSS,FRIULI VENEZIA GIULIA,BORDANO,726,3848.94,819.4,4668.33
2060850130,712942930459172101,NORD-RSS,FRIULI VENEZIA GIULIA,BUJA,6454,34216.29,,34216.29
2060850140,817242928932412501,NORD-RSS,FRIULI VENEZIA GIULIA,BUTTRIO,3947,20925.27,,20925.27
2060850150,629342930509172202,NORD-RSS,FRIULI VENEZIA GIULIA,CAMINO AL TAGLIAMENTO,1607,8519.61,846.63,9366.24
2060850160,984442930508716301,NORD-RSS,FRIULI VENEZIA GIULIA,CAMPOFORMIDO,7873,41739.21,,41739.21
2060850175,161542930538077901,NORD-RSS,FRIULI VENEZIA GIULIA,CAMPOLONGO TAPOGLIANO,1149,6091.5,235.22,6326.72
2060850180,205942930459277902,NORD-RSS,FRIULI VENEZIA GIULIA,CARLINO,2804,14865.59,906.99,15772.58
2060850190,754942930510146201,NORD-RSS,FRIULI VENEZIA GIULIA,CASSACCO,2885,15295.01,,15295.01
2060850200,604442930516714501,NORD-RSS,FRIULI VENEZIA GIULIA,CASTIONS DI STRADA,3751,19886.17,3424.58,23310.75
2060850210,887542930532755102,NORD-RSS,FRIULI VENEZIA GIULIA,CAVAZZO CARNICO,998,5290.96,,5290.96
2060850220,334742930464407302,NORD-RSS,FRIULI VENEZIA GIULIA,CERCIVENTO,679,3599.76,479.65,4079.41
2060850230,293242930531600502,NORD-RSS,FRIULI VENEZIA GIULIA,CERVIGNANO DEL FRIULI,13811,73219.9,,73219.9
2060850240,732642930509335302,NORD-RSS,FRIULI VENEZIA GIULIA,CHIOPRIS-VISCONE,644,3414.21,633.75,4047.96
2060850250,542142930461059702,NORD-RSS,FRIULI VENEZIA GIULIA,CHIUSAFORTE,619,3281.67,269.39,3551.06
2060850260,294742930517719501,NORD-RSS,FRIULI VENEZIA GIULIA,CIVIDALE DEL FRIULI,11101,58852.66,,58852.66
2060850270,545742930518330102,NORD-RSS,FRIULI VENEZIA GIULIA,CODROIPO,16168,85715.69,,85715.69
2060850280,714642928243104701,NORD-RSS,FRIULI VENEZIA GIULIA,COLLOREDO DI MONTE ALBANO,2178,11546.81,,11546.81
2060850290,132042930544478501,NORD-RSS,FRIULI VENEZIA GIULIA,COMEGLIANS,476,2523.54,245.51,2769.05
2060850300,211642930463091102,NORD-RSS,FRIULI VENEZIA GIULIA,CORNO DI ROSAZZO,3155,16726.43,19.58,16746.01
2060850310,142242930521644402,NORD-RSS,FRIULI VENEZIA GIULIA,COSEANO,2167,11488.49,8.59,11497.08
2060850320,324542930516684901,NORD-RSS,FRIULI VENEZIA GIULIA,DIGNANO,2284,12108.77,,12108.77
2060850330,648442930526664902,NORD-RSS,FRIULI VENEZIA GIULIA,DOGNA,165,874.76,,874.76
2060850340,762242929309570201,NORD-RSS,FRIULI VENEZIA GIULIA,DRENCHIA,104,551.36,163.13,714.49
2060850350,564642930546316601,NORD-RSS,FRIULI VENEZIA GIULIA,ENEMONZO,1310,6945.05,862.44,7807.49
2060850360,631742929269314901,NORD-RSS,FRIULI VENEZIA GIULIA,FAEDIS,2860,15162.47,2363.73,17526.2
2060850370,624142929684805401,NORD-RSS,FRIULI VENEZIA GIULIA,FAGAGNA,6285,33320.33,,33320.33
2060850385,182151801532061501,NORD-RSS,FRIULI VENEZIA GIULIA,FIUMICELLO VILLA VICENTINA,6315,33479.38,1041.53,34520.9
2060850390,228742929800041902,NORD-RSS,FRIULI VENEZIA GIULIA,FLAIBANO,1108,5874.13,456.77,6330.9
2060850391,297942930473282202,NORD-RSS,FRIULI VENEZIA GIULIA,FORGARIA NEL FRIULI,1745,9251.23,1115.39,10366.62
2060850400,359542928823136501,NORD-RSS,FRIULI VENEZIA GIULIA,FORNI AVOLTRI,563,2984.78,614.42,3599.2
2060850410,509342930516309802,NORD-RSS,FRIULI VENEZIA GIULIA,FORNI DI SOPRA,921,4882.74,838.67,5721.41
2060850420,875142928823088002,NORD-RSS,FRIULI VENEZIA GIULIA,FORNI DI SOTTO,578,3064.3,785.13,3849.43
2060850430,813142930516301902,NORD-RSS,FRIULI VENEZIA GIULIA,GEMONA DEL FRIULI,10851,57527.27,,57527.27
2060850440,991842928825498401,NORD-RSS,FRIULI VENEZIA GIULIA,GONARS,4680,24811.32,1203.19,26014.51
2060850450,982642930544558602,NORD-RSS,FRIULI VENEZIA GIULIA,GRIMACCO,326,1728.31,487.31,2215.62
2060850460,113942930543093902,NORD-RSS,FRIULI VENEZIA GIULIA,LATISANA,13453,71321.94,6163.18,77485.12
2060850470,412942930474369302,NORD-RSS,FRIULI VENEZIA GIULIA,LAUCO,707,3748.21,822.34,4570.54
2060850480,227242929127079502,NORD-RSS,FRIULI VENEZIA GIULIA,LESTIZZA,3756,19912.67,2922.56,22835.23
2060850490,705542930543915002,NORD-RSS,FRIULI VENEZIA GIULIA,LIGNANO SABBIADORO,6885,36501.27,,36501.27
2060850510,431642930546311502,NORD-RSS,FRIULI VENEZIA GIULIA,LUSEVERA,617,3271.07,1031.72,4302.79
2060850520,143442930473411701,NORD-RSS,FRIULI VENEZIA GIULIA,MAGNANO IN RIVIERA,2333,12368.55,154.54,12523.09
2060850530,768742930519976801,NORD-RSS,FRIULI VENEZIA GIULIA,MAJANO,5920,31385.26,316.04,31701.3
2060850540,824442930527155301,NORD-RSS,FRIULI VENEZIA GIULIA,MALBORGHETTO VALBRUNA,923,4893.34,,4893.34
2060850550,494542930520051801,NORD-RSS,FRIULI VENEZIA GIULIA,MANZANO,6442,34152.68,1285.16,35437.83
2060850560,783442930546572802,NORD-RSS,FRIULI VENEZIA GIULIA,MARANO LAGUNARE,1796,9521.61,1568.74,11090.35
2060850570,632742928602899402,NORD-RSS,FRIULI VENEZIA GIULIA,MARTIGNACCO,6838,36252.1,,36252.1
2060850580,901742930453905802,NORD-RSS,FRIULI VENEZIA GIULIA,MERETO DI TOMBA,2620,13890.1,371.52,14261.62
2060850590,835342930541093701,NORD-RSS,FRIULI VENEZIA GIULIA,MOGGIO UDINESE,1678,8896.02,,8896.02
2060850600,929242930542184601,NORD-RSS,FRIULI VENEZIA GIULIA,MOIMACCO,1676,8885.42,,8885.42
2060850610,998242930519613301,NORD-RSS,FRIULI VENEZIA GIULIA,MONTENARS,505,2677.29,92.38,2769.67
2060850620,627742930542430902,NORD-RSS,FRIULI VENEZIA GIULIA,MORTEGLIANO,4938,26179.12,2693.32,28872.44
2060850630,766442930542604801,NORD-RSS,FRIULI VENEZIA GIULIA,MORUZZO,2488,13190.29,,13190.29
2060850640,244442930462294302,NORD-RSS,FRIULI VENEZIA GIULIA,MUZZANA DEL TURGNANO,2483,13163.78,1134.45,14298.23
2060850650,501242930542373002,NORD-RSS,FRIULI VENEZIA GIULIA,NIMIS,2706,14346.03,2304.52,16650.55
2060850660,304542930546424301,NORD-RSS,FRIULI VENEZIA GIULIA,OSOPPO,2858,15151.87,360.78,15512.65
2060850670,317542930447869902,NORD-RSS,FRIULI VENEZIA GIULIA,OVARO,1867,9898.02,617.77,10515.79
2060850680,614442930529223002,NORD-RSS,FRIULI VENEZIA GIULIA,PAGNACCO,5088,26974.36,,26974.36
2060850690,938842930474976401,NORD-RSS,FRIULI VENEZIA GIULIA,PALAZZOLO DELLO STELLA,2917,15464.66,2900.03,18364.69
2060850700,953442930451189902,NORD-RSS,FRIULI VENEZIA GIULIA,PALMANOVA,5388,28564.83,,28564.83
2060850710,441842930519782902,NORD-RSS,FRIULI VENEZIA GIULIA,PALUZZA,2119,11234.01,914.17,12148.19
2060850720,703842930465284901,NORD-RSS,FRIULI VENEZIA GIULIA,PASIAN DI PRATO,9395,49808.19,,49808.19
2060850730,251442930476629802,NORD-RSS,FRIULI VENEZIA GIULIA,PAULARO,2541,13471.27,4230.82,17702.09
2060850740,803742930526737802,NORD-RSS,FRIULI VENEZIA GIULIA,PAVIA DI UDINE,5531,29322.95,,29322.95
2060850750,868042930470817501,NORD-RSS,FRIULI VENEZIA GIULIA,POCENIA,2476,13126.67,2932.68,16059.35
2060850760,478842930539445902,NORD-RSS,FRIULI VENEZIA GIULIA,PONTEBBA,1379,7310.86,,7310.86
2060850770,317242930351294101,NORD-RSS,FRIULI VENEZIA GIULIA,PORPETTO,2547,13503.08,73.96,13577.05
2060850780,578442930477795202,NORD-RSS,FRIULI VENEZIA GIULIA,POVOLETTO,5455,28920.03,131.54,29051.57
2060850790,851442930541819701,NORD-RSS,FRIULI VENEZIA GIULIA,POZZUOLO DEL FRIULI,6916,36665.62,,36665.62
2060850800,735042930545828002,NORD-RSS,FRIULI VENEZIA GIULIA,PRADAMANO,3600,19085.63,,19085.63
2060850810,503642930474418101,NORD-RSS,FRIULI VENEZIA GIULIA,PRATO CARNICO,903,4787.31,928.23,5715.54
2060850820,933742930472953802,NORD-RSS,FRIULI VENEZIA GIULIA,PRECENICCO,1463,7756.19,1575.2,9331.39
2060850830,293742930524691402,NORD-RSS,FRIULI VENEZIA GIULIA,PREMARIACCO,4060,21524.35,,21524.35
