PF/BT,FVG,Ospedale Monfalcone
PF/BT,FVG,Ospedale Pordenone
PF/BT,FVG,Ospedale Udine
PF/BT,FVG,SANTA MARIA DEGLI ANGELI
PF/BT,FVG,SANTA MARIA DELLA  MISERICORDIA
PF/BT,FVG,Sede Regionale Protezione Civile
PF/BT,LAZ,ARES 118
PF/BT,LAZ,AZIENDA OSPEDALIERA SAN CAMILLO-FORLANINI
PF/BT,LAZ,Cenrto Vacinale Ospedale Pertini
PF/BT,LAZ,Centro Vaccinale Ospedale SANT'EUGENIO
PF/BT,LAZ,Centro vaccinale Ospedale CTO
PF/BT,LAZ,OSPEDALE DI CIVITACASTELLANA
PF/BT,LAZ,Ospedale San Camillo de Lellis
PF/BT,LAZ,Ospedale Santa Maria Goretti
PF/BT,LAZ,S. Maria Della Provvidenza
PF/BT,LAZ,Santa Maria della Pietà
PF/BT,LAZ,Santo Spirito in sassia
PF/BT,LAZ,VIA CILONE DI CASAL BERNOCCHI
PF/BT,LIG,ASL 2 SAVONESE - OSPEDALE SAN PAOLO
PF/BT,LIG,CONSORZIO CAMPO DEL VESCOVO BRUGNATO
PF/BT,LIG,E.O. Ospedali Galliera
PF/BT,LIG,OSPEDALE SANT'ANDREA LA SPEZIA
PF/BT,LIG,Ospedale Policlinico San Martino Genova
PF/BT,LIG,SANREMO - PRESIDIO OSPEDALIERO UNIFICATO
PF/BT,LIG,STABILIMENTO SAN BARTOLOMEO DI SARZANA
PF/BT,LIG,VILLA COSTALTA - MELE - NAP
PF/BT,LIG,VILLA SCASSI
PF/BT,LIG,villa marta di betania  (inserito codice ASL3 Liguria)
PF/BT,LOM,AMB COVID LECCO
PF/BT,LOM,ASST -  MONZA
PF/BT,LOM,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA
PF/BT,LOM,ASST PAPA GIOVANNI XXIII
PF/BT,LOM,ASST VAL - PRESIDIO OSPEDALIERO DI SONDRIO
PF/BT,LOM,Ambulatorio COVID PO Alzano Lombardo
PF/BT,LOM,CV Garbagnate Milanese
PF/BT,LOM,IRCCS POLICLINICO S. MATTEO - PAVIA
PF/BT,LOM,OSPEDALE MAGGIORE DI CREMA
PF/BT,LOM,RSA PIO ALBERGO TRIVULZIO
PF/BT,LOM,ambulatorio covid Varese
PF/BT,MAR,A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO
PF/BT,MAR,A.O.U.OSPEDALI RIUNITI - ANCONA - STABILIMENTO 'UMBERTO I - G. M. LANCISI'
PF/BT,MAR,AZ.Osp.Marche Nord - Sede Pesaro - Azienda Ospedaliera
PF/BT,MAR,DT04 RSA ARCEVIA
PF/BT,MAR,OSPEDALE GERIATRICO IRCCS INRCA
PF/BT,MAR,OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO
PF/BT,MAR,PRESIDIO OSPEDALIERO UNICO AV1
PF/BT,MAR,PRESIDIO OSPEDALIERO UNICO AV2
PF/BT,MAR,PRESIDIO OSPEDALIERO UNICO AV3
PF/BT,MAR,PRESIDIO OSPEDALIERO UNICO AV4
PF/BT,MAR,PRESIDIO OSPEDALIERO UNICO AV5
PF/BT,MAR,Presidio Ospedaliero Unico “Santa Maria della Misericordia” Urbino
PF/BT,MOL,"Casa di riposo ""Cannavina"" - Ripalimosani"
PF/BT,MOL,P.O. ANTONIO CARDARELLI
PF/BT,PAB,Ospedale di Merano
PF/BT,PAT,APSP Opera Romani Nomi
PF/BT,PAT,APSP Redenta Floriani Castel Ivano Strigno
PF/BT,PAT,APSP Rosa dei Venti Borgo Chiese Condino
PF/BT,PAT,APSP S.Spirito Fondazione Montel Pergine Valsugana
PF/BT,PAT,APSP Valle del Vanoi Canal S.Bovo
PF/BT,PAT,APSP Villa San Lorenzo Storo
PF/BT,PAT,Ospedale S.Chiara di Trento
PF/BT,PAT,Ospedale delle Valli del Noce di Cles
PF/BT,PAT,Ospedale di Arco
PF/BT,PAT,RSA Via Veneto Trento
PF/BT,PIE,AMB. VACCINAZIONI P.O CASALE M
PF/BT,PIE,AMB. VACCINAZIONI P.O. ACQUI T
PF/BT,PIE,AMB. VACCINAZIONI P.O. NOVI L
PF/BT,PIE,AMB. VACCINAZIONI P.O. OVADA
PF/BT,PIE,AMB. VACCINAZIONI P.O. TORTONA
PF/BT,PIE,CENTRO VACC CITTÀ DELLA SALUTE
PF/BT,PIE,CENTRO VACC S G BOSCO
PF/BT,PIE,CENTRO VACCINALE S. CROCE CN
PF/BT,PIE,OSP. SANTA CROCE MONCALIERI
PF/BT,PIE,OSPEDALE CARDINAL MASSAIA ASTI
PF/BT,PIE,OSPEDALE MARIA VITTORIA TORINO
PF/BT,PIE,OSPEDALE MARTINI TORINO
PF/BT,PUG,AMBU.EX C.P.R.H
PF/BT,PUG,Ambulatorio Ospedaliero PO Don Tonino Bello - Molfetta
PF/BT,PUG,D.P. - SISP - MASSAFRA IGIENE AMBIENTI DI VITA - MEDICINA DI COMUNITA'
PF/BT,PUG,OSPEDALE GALATINA 'S. CATERINA NOVELLA'
PF/BT,PUG,OSPEDALE REGIONALE EE 'G. PANICO'
PF/BT,PUG,P.O. Di Venere
PF/BT,PUG,P.O. ORIENTALE MARIANNA GIANNUZZI MANDURIA
PF/BT,PUG,P.O. S. PAOLO
PF/BT,PUG,P.O. di Molfetta
PF/BT,PUG,"PO "" Santa Maria degli Angeli"" Putignano"
PF/BT,PUG,PRESIDIO OSPEDALIERIO VALLE D'ITRIA MARTINA FRANCA
PF/BT,PUG,ambulatorio pneumologia ospedale fabio perinei
PF/BT,SAR,A.O.U. Cagliari
PF/BT,SAR,AZIENDA OSPEDALIERO UNIVERSITARIA SS
PF/BT,SAR,P.O. A. BUSINCO - AOB
PF/BT,SAR,P.O. R.BINAGHI CAGLIARI
PF/BT,SAR,P.O. SAN MICHELE - AOB
PF/BT,SIC,"A.R.N.A.S. Civico, Di Cristina, Benfratelli"
PF/BT,SIC,ARNAS GARIBALDI P. O. NESIMA
PF/BT,SIC,FONDAZIONE G.GIGLIO DI CEFALU'
PF/BT,SIC,G.F.Ingrassia
PF/BT,SIC,IRCCS
PF/BT,SIC,P.O.  Civico Partinico
PF/BT,SIC,P.O. DEI BIANCHI CORLEONE
PF/BT,SIC,P.O. MARIA SS. ADDOLORATA
PF/BT,SIC,P.O. S. GIOVANNI DI DIO E S. ISIDORO
PF/BT,SIC,P.O. SANTA MARTA E SANTA VENERA
PF/BT,SIC,P.O. VILLA DELLE GINESTRE
PF/BT,SIC,PRESIDIO OSPEDALIERO SANTISSIMO SALVATORE - PATERNO' (CT)
PF/BT,TOS,COVID19 - Ospedale Amiata Castel del Piano
PF/BT,TOS,COVID19 - Ospedale SS. Maria Annunziata
PF/BT,TOS,COVID19 - Ospedale San Iacopo
PF/BT,TOS,COVID19 - Ospedale Santo Stefano
PF/BT,TOS,COVID19 - Ospedale di Arezzo
PF/BT,TOS,COVID19 - Ospedale di Grosseto
PF/BT,TOS,Covid 19 - Nuovo Ospedale Apuane
PF/BT,TOS,Covid 19 - Ospedale Civile di Piombino
PF/BT,TOS,Covid 19 - Ospedale F.Lotti di Pontedera
PF/BT,TOS,Covid 19 - Ospedale San Luca di  Lucca
PF/BT,TOS,Covid 19 - Ospedale Unico Versilia
PF/BT,TOS,Covid 19 - Ospedali Riuniti di Livorno
PF/BT,UMB,AZIENDA OSPEDALIERA SANTA MARIA DI TERNI
PF/BT,UMB,OPV Azienda Ospedaliera di Perugia
PF/BT,UMB,"Ospedale ""S.Matteo degli Infermi"" di Spoleto"
PF/BT,UMB,Ospedale Città di Castello
PF/BT,UMB,Ospedale di Città di Castello
PF/BT,UMB,Presidio Ospedaliero di Spoleto
PF/BT,UMB,RSA S. Margherita
PF/BT,VDA,Azienda U.S.L. Valle d'Aosta
PF/BT,VDA,Ospedale Umberto Parini
PF/BT,VDA,Presodio Ospedaliero Parini
PF/BT,VEN,"BELLUNO ""DRIVE-IN"""
PF/BT,VEN,CA' SAVIO
PF/BT,VEN,CHIOGGIA
PF/BT,VEN,FELTRE ADULTI
PF/BT,VEN,H BASSANO
PF/BT,VEN,H MAROSTICA
PF/BT,VEN,OSPEDALE CA' FONCELLO
PF/BT,VEN,S.I.S.P. MESTRE
PF/BT,VEN,S.I.S.P. VENEZIA
PF/BT,VEN,THIENE
