somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
11,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110905_A.O.U.OSPEDALI RIUNITI - ANCONA_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110905_A.O.U.OSPEDALI RIUNITI - ANCONA,40-49,MAR,ITI3
4,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110921_OSPEDALI INRCA MARCHE_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110921_OSPEDALI INRCA MARCHE,40-49,MAR,ITI3
5,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110927_RSA INRCA C/O RESIDENZA DORICA_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110927_RSA INRCA C/O RESIDENZA DORICA,40-49,MAR,ITI3
6,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,50-59,MAR,ITI3
12,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110901_A.O. OSPEDALI RIUNITI MARCHE NORD_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110901_A.O. OSPEDALI RIUNITI MARCHE NORD,50-59,MAR,ITI3
8,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110905_A.O.U.OSPEDALI RIUNITI - ANCONA_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110905_A.O.U.OSPEDALI RIUNITI - ANCONA,50-59,MAR,ITI3
2,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110921_OSPEDALI INRCA MARCHE_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110921_OSPEDALI INRCA MARCHE,50-59,MAR,ITI3
4,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110927_RSA INRCA C/O RESIDENZA DORICA_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110927_RSA INRCA C/O RESIDENZA DORICA,50-59,MAR,ITI3
15,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110001_PRESIDIO OSPEDALIERO UNICO AV1_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110001_PRESIDIO OSPEDALIERO UNICO AV1,60-69,MAR,ITI3
15,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110002_PRESIDIO OSPEDALIERO UNICO AV2_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110002_PRESIDIO OSPEDALIERO UNICO AV2,60-69,MAR,ITI3
20,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110003_PRESIDIO OSPEDALIERO UNICO AV3_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110003_PRESIDIO OSPEDALIERO UNICO AV3,60-69,MAR,ITI3
15,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110004_PRESIDIO OSPEDALIERO UNICO AV4_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110004_PRESIDIO OSPEDALIERO UNICO AV4,60-69,MAR,ITI3
13,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110005_PRESIDIO OSPEDALIERO UNICO AV5_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110005_PRESIDIO OSPEDALIERO UNICO AV5,60-69,MAR,ITI3
5,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,60-69,MAR,ITI3
4,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110901_A.O. OSPEDALI RIUNITI MARCHE NORD_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110901_A.O. OSPEDALI RIUNITI MARCHE NORD,60-69,MAR,ITI3
4,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110905_A.O.U.OSPEDALI RIUNITI - ANCONA_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110905_A.O.U.OSPEDALI RIUNITI - ANCONA,60-69,MAR,ITI3
1,Marche,TML_CAT_OSS,27/12/2020_PF/BT_MAR_110927_RSA INRCA C/O RESIDENZA DORICA_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-27,PF/BT,110927_RSA INRCA C/O RESIDENZA DORICA,60-69,MAR,ITI3
2,Marche,TML_CAT_ALTRO,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_40-49,2 - Personale non Sanitario,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,40-49,MAR,ITI3
3,Marche,TML_CAT_ALTRO,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_50-59,2 - Personale non Sanitario,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,50-59,MAR,ITI3
1,Marche,TML_CAT_PERSONALE,27/12/2020_PF/BT_MAR_110901_A.O. OSPEDALI RIUNITI MARCHE NORD_50-59,2 - Personale non Sanitario,11,2020-12-27,PF/BT,110901_A.O. OSPEDALI RIUNITI MARCHE NORD,50-59,MAR,ITI3
2,Marche,TML_CAT_ALTRO,27/12/2020_PF/BT_MAR_110005_PRESIDIO OSPEDALIERO UNICO AV5_60-69,2 - Personale non Sanitario,11,2020-12-27,PF/BT,110005_PRESIDIO OSPEDALIERO UNICO AV5,60-69,MAR,ITI3
1,Marche,TML_CAT_RSA_OSPITI,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_70-79,3 - Ospiti Strutture Residenziali,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,70-79,MAR,ITI3
2,Marche,TML_CAT_RSA_OSPITI,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_80-89,3 - Ospiti Strutture Residenziali,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,80-89,MAR,ITI3
1,Marche,TML_CAT_RSA_OSPITI,27/12/2020_PF/BT_MAR_110018_DT04 RSA ARCEVIA_90+,3 - Ospiti Strutture Residenziali,11,2020-12-27,PF/BT,110018_DT04 RSA ARCEVIA,90+,MAR,ITI3
3,Marche,TML_CAT_OSS,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_20-29,1 - Operatori Sanitari e Sociosanitari,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,20-29,MAR,ITI3
1,Marche,TML_CAT_OSS,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,30-39,MAR,ITI3
3,Marche,TML_CAT_OSS,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,40-49,MAR,ITI3
6,Marche,TML_CAT_OSS,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,50-59,MAR,ITI3
1,Marche,TML_CAT_OSS,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,60-69,MAR,ITI3
1,Marche,TML_CAT_PERSONALE,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_20-29,2 - Personale non Sanitario,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,20-29,MAR,ITI3
2,Marche,TML_CAT_PERSONALE,30/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_50-59,2 - Personale non Sanitario,11,2020-12-30,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,50-59,MAR,ITI3
3,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_20-29,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,20-29,MAR,ITI3
1,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_20-29,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,20-29,MAR,ITI3
3,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera_20-29,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera,20-29,MAR,ITI3
6,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_20-29,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,20-29,MAR,ITI3
1,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI,30-39,MAR,ITI3
4,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,30-39,MAR,ITI3
2,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5,30-39,MAR,ITI3
18,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,30-39,MAR,ITI3
15,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,30-39,MAR,ITI3
14,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera,30-39,MAR,ITI3
23,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_30-39,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,30-39,MAR,ITI3
8,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI,40-49,MAR,ITI3
9,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,40-49,MAR,ITI3
4,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5,40-49,MAR,ITI3
25,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,40-49,MAR,ITI3
23,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,40-49,MAR,ITI3
4,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera,40-49,MAR,ITI3
31,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_40-49,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,40-49,MAR,ITI3
5,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI,50-59,MAR,ITI3
4,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000401_PRESIDIO OSPEDALIERO UNICO AV4 - STABILIMENTO DI FERMO,50-59,MAR,ITI3
5,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5,50-59,MAR,ITI3
17,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,50-59,MAR,ITI3
28,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,50-59,MAR,ITI3
6,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera,50-59,MAR,ITI3
26,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_50-59,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,50-59,MAR,ITI3
6,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000202_PRESIDIO OSPEDALIERO UNICO AV2 - STABILIMENTO DI JESI,60-69,MAR,ITI3
52,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5,60-69,MAR,ITI3
6,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,60-69,MAR,ITI3
4,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,60-69,MAR,ITI3
3,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11090501_Az.Osp. Riuniti di Ancona - Azienda Ospedaliera,60-69,MAR,ITI3
15,Marche,TML_CAT_OSS,31/12/2020_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_60-69,1 - Operatori Sanitari e Sociosanitari,11,2020-12-31,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,60-69,MAR,ITI3
1,Marche,TML_CAT_PERSONALE,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_30-39,2 - Personale non Sanitario,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,30-39,MAR,ITI3
2,Marche,TML_CAT_PERSONALE,31/12/2020_PF/BT_MAR_11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO_50-59,2 - Personale non Sanitario,11,2020-12-31,PF/BT,11090101_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI PESARO,50-59,MAR,ITI3
1,Marche,TML_CAT_PERSONALE,31/12/2020_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_50-59,2 - Personale non Sanitario,11,2020-12-31,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,50-59,MAR,ITI3
9,Marche,TML_CAT_PERSONALE,31/12/2020_PF/BT_MAR_11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5_60-69,2 - Personale non Sanitario,11,2020-12-31,PF/BT,11000501_Ospedale Madonna del Soccorso - ASUR - Area Vasta 5,60-69,MAR,ITI3
18,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11000501_OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO_20-29,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11000501_OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO,20-29,MAR,ITI3
4,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11090101_AZ.Osp.Marche Nord - Sede Pesaro - Azienda Ospedaliera_20-29,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11090101_AZ.Osp.Marche Nord - Sede Pesaro - Azienda Ospedaliera,20-29,MAR,ITI3
2,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_20-29,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,20-29,MAR,ITI3
1,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11090501_A.O.U.OSPEDALI RIUNITI - ANCONA - STABILIMENTO 'UMBERTO I - G. M. LANCISI'_20-29,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11090501_A.O.U.OSPEDALI RIUNITI - ANCONA - STABILIMENTO 'UMBERTO I - G. M. LANCISI',20-29,MAR,ITI3
11,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_20-29,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,20-29,MAR,ITI3
4,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_113500_AIOP - S. Marco_20-29,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,113500_AIOP - S. Marco,20-29,MAR,ITI3
26,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11000501_OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO_30-39,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11000501_OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO,30-39,MAR,ITI3
18,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11090101_AZ.Osp.Marche Nord - Sede Pesaro - Azienda Ospedaliera_30-39,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11090101_AZ.Osp.Marche Nord - Sede Pesaro - Azienda Ospedaliera,30-39,MAR,ITI3
14,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO_30-39,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11090102_A.O. OSPEDALI RIUNITI MARCHE NORD - STABILIMENTO DI FANO,30-39,MAR,ITI3
11,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11090501_A.O.U.OSPEDALI RIUNITI - ANCONA - STABILIMENTO 'UMBERTO I - G. M. LANCISI'_30-39,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11090501_A.O.U.OSPEDALI RIUNITI - ANCONA - STABILIMENTO 'UMBERTO I - G. M. LANCISI',30-39,MAR,ITI3
18,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11092101_OSPEDALE GERIATRICO IRCCS INRCA_30-39,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11092101_OSPEDALE GERIATRICO IRCCS INRCA,30-39,MAR,ITI3
8,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_113500_AIOP - S. Marco_30-39,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,113500_AIOP - S. Marco,30-39,MAR,ITI3
1,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11000101_Presidio Ospedaliero Unico “Santa Maria della Misericordia” Urbino_40-49,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11000101_Presidio Ospedaliero Unico “Santa Maria della Misericordia” Urbino,40-49,MAR,ITI3
35,Marche,TML_CAT_OSS,02/01/2021_PF/BT_MAR_11000501_OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO_40-49,1 - Operatori Sanitari e Sociosanitari,11,2021-01-02,PF/BT,11000501_OSPEDALE SANTA MARIA DEL SOCCORSO SAN BENEDETTO DEL TRONTO,40-49,MAR,ITI3
