somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
23,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI (TE)_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI (TE),30-39,ABR,ITF1
11,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130017_OSPEDALE DELLA VAL VIBRATA_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130017_OSPEDALE DELLA VAL VIBRATA,30-39,ABR,ITF1
20,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130018_P.O. Pescara_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130018_P.O. Pescara,30-39,ABR,ITF1
10,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,30-39,ABR,ITF1
5,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_HSP11_CENTRO VACCINAZIONI L'AQUILA_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,HSP11_CENTRO VACCINAZIONI L'AQUILA,30-39,ABR,ITF1
10,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003,30-39,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130002_PO SULMONA DELL'ANNUNZIATA_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130002_PO SULMONA DELL'ANNUNZIATA,40-49,ABR,ITF1
31,Abruzzo,TML_CAT_OSS,"02/01/2021_PF/BT_ABR_130014_P.O. ""G. Mazzini"" - Teramo_40-49",1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,"130014_P.O. ""G. Mazzini"" - Teramo",40-49,ABR,ITF1
14,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,40-49,ABR,ITF1
27,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI (TE)_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI (TE),40-49,ABR,ITF1
16,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130017_OSPEDALE DELLA VAL VIBRATA_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130017_OSPEDALE DELLA VAL VIBRATA,40-49,ABR,ITF1
14,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130018_P.O. Pescara_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130018_P.O. Pescara,40-49,ABR,ITF1
14,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,40-49,ABR,ITF1
8,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_HSP11_CENTRO VACCINAZIONI L'AQUILA_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,HSP11_CENTRO VACCINAZIONI L'AQUILA,40-49,ABR,ITF1
6,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003,40-49,ABR,ITF1
8,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130002_PO SULMONA DELL'ANNUNZIATA_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130002_PO SULMONA DELL'ANNUNZIATA,50-59,ABR,ITF1
26,Abruzzo,TML_CAT_OSS,"02/01/2021_PF/BT_ABR_130014_P.O. ""G. Mazzini"" - Teramo_50-59",1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,"130014_P.O. ""G. Mazzini"" - Teramo",50-59,ABR,ITF1
23,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,50-59,ABR,ITF1
23,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI (TE)_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI (TE),50-59,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130017_OSPEDALE DELLA VAL VIBRATA_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130017_OSPEDALE DELLA VAL VIBRATA,50-59,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130018_P.O. Pescara_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130018_P.O. Pescara,50-59,ABR,ITF1
13,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,50-59,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_HSP11_CENTRO VACCINAZIONI L'AQUILA_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,HSP11_CENTRO VACCINAZIONI L'AQUILA,50-59,ABR,ITF1
4,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003,50-59,ABR,ITF1
6,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130002_PO SULMONA DELL'ANNUNZIATA_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130002_PO SULMONA DELL'ANNUNZIATA,60-69,ABR,ITF1
14,Abruzzo,TML_CAT_OSS,"02/01/2021_PF/BT_ABR_130014_P.O. ""G. Mazzini"" - Teramo_60-69",1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,"130014_P.O. ""G. Mazzini"" - Teramo",60-69,ABR,ITF1
7,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,60-69,ABR,ITF1
10,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI (TE)_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI (TE),60-69,ABR,ITF1
8,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130017_OSPEDALE DELLA VAL VIBRATA_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130017_OSPEDALE DELLA VAL VIBRATA,60-69,ABR,ITF1
4,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130018_P.O. Pescara_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130018_P.O. Pescara,60-69,ABR,ITF1
13,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,60-69,ABR,ITF1
8,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_HSP11_CENTRO VACCINAZIONI L'AQUILA_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,HSP11_CENTRO VACCINAZIONI L'AQUILA,60-69,ABR,ITF1
10,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,STS11_ASL1 AVEZZANO SULMONA L'AQUILA 130003,60-69,ABR,ITF1
1,Abruzzo,TML_CAT_OSS,02/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI (TE)_70-79,1 - Operatori Sanitari e Sociosanitari,13,2021-01-02,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI (TE),70-79,ABR,ITF1
1,Abruzzo,TML_CAT_PERSONALE,02/01/2021_PF/BT_ABR_HSP11_CENTRO VACCINAZIONI L'AQUILA_30-39,2 - Personale non Sanitario,13,2021-01-02,PF/BT,HSP11_CENTRO VACCINAZIONI L'AQUILA,30-39,ABR,ITF1
1,Abruzzo,TML_CAT_PERSONALE,02/01/2021_PF/BT_ABR_130002_PO SULMONA DELL'ANNUNZIATA_40-49,2 - Personale non Sanitario,13,2021-01-02,PF/BT,130002_PO SULMONA DELL'ANNUNZIATA,40-49,ABR,ITF1
2,Abruzzo,TML_CAT_PERSONALE,02/01/2021_PF/BT_ABR_HSP11_CENTRO VACCINAZIONI L'AQUILA_40-49,2 - Personale non Sanitario,13,2021-01-02,PF/BT,HSP11_CENTRO VACCINAZIONI L'AQUILA,40-49,ABR,ITF1
1,Abruzzo,TML_CAT_PERSONALE,02/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_60-69,2 - Personale non Sanitario,13,2021-01-02,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,60-69,ABR,ITF1
4,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA_20-29,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA,20-29,ABR,ITF1
20,Abruzzo,TML_CAT_OSS,"03/01/2021_PF/BT_ABR_130014_P.O. ""G. MAZZINI""_20-29",1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,"130014_P.O. ""G. MAZZINI""",20-29,ABR,ITF1
7,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_20-29,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,20-29,ABR,ITF1
11,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI_20-29,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI,20-29,ABR,ITF1
45,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130018_P.O. S.Spirito Pescara_20-29,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130018_P.O. S.Spirito Pescara,20-29,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_20-29,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,20-29,ABR,ITF1
17,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA,30-39,ABR,ITF1
34,Abruzzo,TML_CAT_OSS,"03/01/2021_PF/BT_ABR_130014_P.O. ""G. MAZZINI""_30-39",1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,"130014_P.O. ""G. MAZZINI""",30-39,ABR,ITF1
7,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,30-39,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI,30-39,ABR,ITF1
18,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130018_P.O. S.Spirito Pescara_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130018_P.O. S.Spirito Pescara,30-39,ABR,ITF1
3,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130029_P.O. VASTO S.Pio da Pietralcina_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130029_P.O. VASTO S.Pio da Pietralcina,30-39,ABR,ITF1
12,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_30-39,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,30-39,ABR,ITF1
22,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA,40-49,ABR,ITF1
42,Abruzzo,TML_CAT_OSS,"03/01/2021_PF/BT_ABR_130014_P.O. ""G. MAZZINI""_40-49",1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,"130014_P.O. ""G. MAZZINI""",40-49,ABR,ITF1
14,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,40-49,ABR,ITF1
34,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI,40-49,ABR,ITF1
13,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130018_P.O. S.Spirito Pescara_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130018_P.O. S.Spirito Pescara,40-49,ABR,ITF1
5,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130029_P.O. VASTO S.Pio da Pietralcina_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130029_P.O. VASTO S.Pio da Pietralcina,40-49,ABR,ITF1
28,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_40-49,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,40-49,ABR,ITF1
26,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA,50-59,ABR,ITF1
29,Abruzzo,TML_CAT_OSS,"03/01/2021_PF/BT_ABR_130014_P.O. ""G. MAZZINI""_50-59",1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,"130014_P.O. ""G. MAZZINI""",50-59,ABR,ITF1
22,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,50-59,ABR,ITF1
30,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI,50-59,ABR,ITF1
11,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130018_P.O. S.Spirito Pescara_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130018_P.O. S.Spirito Pescara,50-59,ABR,ITF1
7,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130029_P.O. VASTO S.Pio da Pietralcina_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130029_P.O. VASTO S.Pio da Pietralcina,50-59,ABR,ITF1
11,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_50-59,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,50-59,ABR,ITF1
23,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130002_CENTRO VACCINAZIONI PRESIDIO OSPEDALIERO SULMONA,60-69,ABR,ITF1
13,Abruzzo,TML_CAT_OSS,"03/01/2021_PF/BT_ABR_130014_P.O. ""G. MAZZINI""_60-69",1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,"130014_P.O. ""G. MAZZINI""",60-69,ABR,ITF1
9,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130015_OSPEDALE MARIA S.S. DELLO SPLENDORE_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130015_OSPEDALE MARIA S.S. DELLO SPLENDORE,60-69,ABR,ITF1
12,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130016_OSPEDALE SAN LIBERATORE DI ATRI_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130016_OSPEDALE SAN LIBERATORE DI ATRI,60-69,ABR,ITF1
3,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130029_P.O. VASTO S.Pio da Pietralcina_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130029_P.O. VASTO S.Pio da Pietralcina,60-69,ABR,ITF1
4,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI_60-69,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,26_P.O. CLINICIZZ. 'SS. ANNUNZIATA' CHIETI,60-69,ABR,ITF1
1,Abruzzo,TML_CAT_OSS,03/01/2021_PF/BT_ABR_130018_P.O. S.Spirito Pescara_80-89,1 - Operatori Sanitari e Sociosanitari,13,2021-01-03,PF/BT,130018_P.O. S.Spirito Pescara,80-89,ABR,ITF1
