somministrazioni,regione,siglaCategoria,identificativo,categoria,codice_regione,data,vaccino,punto,classeEta,siglaRegione,NUTS2
3,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,041005_Ospedale Aziendale di Brunico,30-39,PAB,ITH1
68,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,30-39,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,30-39,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41006_Ospedale di base Vipiteno,30-39,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,30-39,PAB,ITH1
29,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,041005_Ospedale Aziendale di Brunico,40-49,PAB,ITH1
73,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,40-49,PAB,ITH1
10,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,40-49,PAB,ITH1
7,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41006_Ospedale di base Vipiteno,40-49,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,40-49,PAB,ITH1
13,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,041005_Ospedale Aziendale di Brunico,50-59,PAB,ITH1
39,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,50-59,PAB,ITH1
8,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,50-59,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41006_Ospedale di base Vipiteno,50-59,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,50-59,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,041005_Ospedale Aziendale di Brunico,60-69,PAB,ITH1
13,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,60-69,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,60-69,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,41006_Ospedale di base Vipiteno,60-69,PAB,ITH1
6,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,60-69,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_OSS,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_70-79,1 - Operatori Sanitari e Sociosanitari,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,70-79,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_20-29,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,20-29,PAB,ITH1
8,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_30-39,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,30-39,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_40-49,2 - Personale non Sanitario,04,2020-12-30,PF/BT,041005_Ospedale Aziendale di Brunico,40-49,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_40-49,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,40-49,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_ALTRO,30/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_40-49,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41006_Ospedale di base Vipiteno,40-49,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_40-49,2 - Personale non Sanitario,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,40-49,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_50-59,2 - Personale non Sanitario,04,2020-12-30,PF/BT,041005_Ospedale Aziendale di Brunico,50-59,PAB,ITH1
12,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_50-59,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,50-59,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_50-59,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,50-59,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_50-59,2 - Personale non Sanitario,04,2020-12-30,PF/BT,41006_Ospedale di base Vipiteno,50-59,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,30/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_50-59,2 - Personale non Sanitario,04,2020-12-30,PF/BT,HSP11-11bis_KH Innichen,50-59,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_0_Ospedale di Merano_20-29,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,0_Ospedale di Merano,20-29,PAB,ITH1
27,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_20-29,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,20-29,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_20-29,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,20-29,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_20-29,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,20-29,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_20-29,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,20-29,PAB,ITH1
22,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_0_Ospedale di Merano_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,0_Ospedale di Merano,30-39,PAB,ITH1
35,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,30-39,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,30-39,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,30-39,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_30-39,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,30-39,PAB,ITH1
28,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_0_Ospedale di Merano_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,0_Ospedale di Merano,40-49,PAB,ITH1
47,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,40-49,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,40-49,PAB,ITH1
9,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,40-49,PAB,ITH1
7,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_40-49,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,40-49,PAB,ITH1
41,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_0_Ospedale di Merano_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,0_Ospedale di Merano,50-59,PAB,ITH1
54,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,50-59,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,50-59,PAB,ITH1
22,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,50-59,PAB,ITH1
9,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_50-59,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,50-59,PAB,ITH1
8,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_0_Ospedale di Merano_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,0_Ospedale di Merano,60-69,PAB,ITH1
18,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,60-69,PAB,ITH1
6,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,60-69,PAB,ITH1
7,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,60-69,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_60-69,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,60-69,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_70-79,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,70-79,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_OSS,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_70-79,1 - Operatori Sanitari e Sociosanitari,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,70-79,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_20-29,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,20-29,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_ALTRO,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_20-29,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,20-29,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_30-39,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,30-39,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_30-39,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,30-39,PAB,ITH1
6,Trentino-Alto Adige,TML_CAT_ALTRO,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_30-39,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,30-39,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_40-49,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,40-49,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_40-49,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,40-49,PAB,ITH1
6,Trentino-Alto Adige,TML_CAT_ALTRO,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_40-49,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,40-49,PAB,ITH1
4,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_40-49,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,40-49,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_40-49,2 - Personale non Sanitario,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,40-49,PAB,ITH1
15,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_50-59,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,50-59,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_50-59,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,50-59,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_ALTRO,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_50-59,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,50-59,PAB,ITH1
8,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_50-59,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,50-59,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_HSP11-11bis_KH Innichen_50-59,2 - Personale non Sanitario,04,2020-12-31,PF/BT,HSP11-11bis_KH Innichen,50-59,PAB,ITH1
8,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_60-69,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,60-69,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_60-69,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,60-69,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_ALTRO,31/12/2020_PF/BT_PAB_41006_Ospedale di base Vipiteno_60-69,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41006_Ospedale di base Vipiteno,60-69,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_PERSONALE,31/12/2020_PF/BT_PAB_41011_Ospedale di Base di Silandro_60-69,2 - Personale non Sanitario,04,2020-12-31,PF/BT,41011_Ospedale di Base di Silandro,60-69,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_OSS,02/01/2021_PF/BT_PAB_0_Ospedale di Merano_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-02,PF/BT,0_Ospedale di Merano,20-29,PAB,ITH1
10,Trentino-Alto Adige,TML_CAT_OSS,02/01/2021_PF/BT_PAB_0_Ospedale di Merano_30-39,1 - Operatori Sanitari e Sociosanitari,04,2021-01-02,PF/BT,0_Ospedale di Merano,30-39,PAB,ITH1
28,Trentino-Alto Adige,TML_CAT_OSS,02/01/2021_PF/BT_PAB_0_Ospedale di Merano_40-49,1 - Operatori Sanitari e Sociosanitari,04,2021-01-02,PF/BT,0_Ospedale di Merano,40-49,PAB,ITH1
11,Trentino-Alto Adige,TML_CAT_OSS,02/01/2021_PF/BT_PAB_0_Ospedale di Merano_50-59,1 - Operatori Sanitari e Sociosanitari,04,2021-01-02,PF/BT,0_Ospedale di Merano,50-59,PAB,ITH1
12,Trentino-Alto Adige,TML_CAT_OSS,02/01/2021_PF/BT_PAB_0_Ospedale di Merano_60-69,1 - Operatori Sanitari e Sociosanitari,04,2021-01-02,PF/BT,0_Ospedale di Merano,60-69,PAB,ITH1
1,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,041005_Ospedale Aziendale di Brunico,20-29,PAB,ITH1
13,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,20-29,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41002_Ospedale di Merano_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41002_Ospedale di Merano,20-29,PAB,ITH1
3,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,20-29,PAB,ITH1
5,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41006_Ospedale di Base di Vipiteno_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41006_Ospedale di Base di Vipiteno,20-29,PAB,ITH1
2,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41011_Ospedale di Base di Silandro_20-29,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41011_Ospedale di Base di Silandro,20-29,PAB,ITH1
7,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_041005_Ospedale Aziendale di Brunico_30-39,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,041005_Ospedale Aziendale di Brunico,30-39,PAB,ITH1
30,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41001_OSPEDALE CENTRALE DI BOLZANO_30-39,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41001_OSPEDALE CENTRALE DI BOLZANO,30-39,PAB,ITH1
20,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41002_Ospedale di Merano_30-39,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41002_Ospedale di Merano,30-39,PAB,ITH1
16,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41004_OSPEDALE AZIENDALE DI BRESSANONE_30-39,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41004_OSPEDALE AZIENDALE DI BRESSANONE,30-39,PAB,ITH1
10,Trentino-Alto Adige,TML_CAT_OSS,04/01/2021_PF/BT_PAB_41006_Ospedale di Base di Vipiteno_30-39,1 - Operatori Sanitari e Sociosanitari,04,2021-01-04,PF/BT,41006_Ospedale di Base di Vipiteno,30-39,PAB,ITH1
